mkey,ntsb_no,event_date,city,state,country,narrative_text,aircraft_type,phase_of_flight,cause_codes
202199,ERA26LA075,2025-12-20 18:15:00+00:00,Hawthorne,Florida,United States,"The pilot’s failure to maintain an appropriate descent rate for a glassy water landing, which resulted in a hard landing.",AVIAT AIRCRAFT INC A-1C-200 AIR,Landing,0302302585|0106203720|0204103044
202240,CEN26LA072,2025-12-18 13:55:00+00:00,Muleshoe,Texas,United States,,CIRRUS DESIGN CORP SR22T AIR,Takeoff,
202178,CEN26FA064,2025-12-17 14:49:00+00:00,West Chicago,Illinois,United States,,PIPER PA-30 AIR,Unknown,
202183,WPR26LA064,2025-12-17 13:30:00+00:00,Silver Springs,Nevada,United States,,MOONEY M20J AIR,Landing-aborted after touchdown,
202173,WPR26LA060,2025-12-15 16:26:00+00:00,Tracy,California,United States,,BEECHCRAFT CORP G36 AIR,Enroute-cruise,
202177,WPR26LA062,2025-12-15 03:18:00+00:00,Las Vegas,Nevada,United States,Tail rotor blade impact from an unidentified object at an undetermined time.,BELL 407 HELI,Unknown,0500000000|0104641005
203022,GAA26WA194,2025-12-14 10:34:00+00:00,Kano,Other Foreign,Nigeria,,HAWKER 800XP AIR,Unknown,
202145,ERA26LA066,2025-12-11 20:40:00+00:00,Pell City,Alabama,United States,,CESSNA TU206 AIR,Landing-flare/touchdown,
202152,ERA26LA068,2025-12-11 11:25:00+00:00,Fort Pierce,Florida,United States,"The pilot’s inadequate visual lookout while taxing, which resulted in the airplane striking a light pole.",PIPER PA-28-181 AIR,Taxi-from runway,0202154544|0302201087
202259,GAA26WA063,2025-12-11 08:55:00+00:00,Le Havre,Other Foreign,France,,ROBIN DR400 AIR,Initial climb,
202129,ERA26LA063,2025-12-08 15:00:00+00:00,DeLand,Florida,United States,"The flight instructor’s inadequate fuel quantity inspection, which resulted in a total loss of engine power due to fuel exhaustion.",CESSNA 172 AIR,Enroute,0206103040|0107101015|0107101025
202171,DCA26WA075,2025-12-08 13:20:00+00:00,Balice,,Poland,,BOEING 737 AIR,Enroute-climb to cruise,
202124,ERA26LA062,2025-12-07 18:30:00+00:00,Pensacola,Florida,United States,The pilot’s exceedance of the critical angle of attack during initial climb which resulted in an aerodynamic stall.,CESSNA 172 AIR,Initial climb,0206304044|0206103044|0106201020|0106204220
202111,WPR26FA054,2025-12-05 09:58:00+00:00,Pryor,Oklahoma,United States,,HUGHES 369D HELI,Maneuvering-low-alt flying,
202117,DCA26WA057,2025-12-04 03:14:00+00:00,Nan Ning Shi,Other Foreign,China,,BOEING 767 AIR,Enroute,
202081,GAA26WA034,2025-11-30 13:09:00+00:00,New South Wales.,,Austria,,VANS RV7 AIR,Landing,
202102,GAA26WA036,2025-11-28 05:00:00+00:00,Para De Minas,Other Foreign,Brazil,,BEECH E90 AIR,Takeoff,
202079,CEN26LA055,2025-11-27 16:10:00+00:00,Brazos,Texas,United States,The pilot’s failure to maintain clearance from power lines during low-level maneuvering along a river.,JUST Highlander AIR,Maneuvering-low-alt flying,0202154544|0106201220|0302203287
202087,ERA26LA058,2025-11-26 17:40:00+00:00,Inverness Highlands South,Florida,United States,The pilot’s failure to maintain directional control on takeoff. Contributing to the accident was the aircraft design that did not incorporate differential braking.,HUEBBE TOM MAX TH AIR,Takeoff,0102324007|0204101536
202050,CEN26FA050,2025-11-25 00:13:00+00:00,Monroe,Wisconsin,United States,,SOCATA TBM 700 AIR,Approach-IFR final approach,
202049,ANC26LA007,2025-11-24 15:00:00+00:00,Wasilla,Alaska,United States,"The pilot’s inadequate preflight inspection, and inadequate inflight fuel management, which resulted in a total loss of engine power due to fuel starvation and subsequent forced landing.",Danchini Aero Danchini Cub AIR,Initial climb,0206151044|0206303044|0107101025
202058,ERA26LA054,2025-11-24 11:00:00+00:00,Zanesville,Ohio,United States,The pilot’s failure to maintain clearance from a power line during an approach to land.,CESSNA 172 AIR,Approach-VFR pattern base,0302203281|0106201220|0202154544
202039,WPR26LA049,2025-11-20 14:00:00+00:00,Shady Cove,Oregon,United States,"The pilot’s improper throttle input during an approach, which resulted in a rapid descent, hard landing and runway excursion.",ZENAIR LTD STOL CH 701 AIR,Landing-flare/touchdown,0204101544|0105760011
202091,DCA26WA049,2025-11-20 05:00:00+00:00,Seville,Other Foreign,Spain,,BOEING 737 AIR,Takeoff,
202053,ERA26LA052,2025-11-19 17:30:00+00:00,Beaufort,South Carolina,United States,,TOOMEY Long EZ AIR,Enroute-cruise,
202056,DCA26WA042,2025-11-14 20:00:00+00:00,Malaga,Other Foreign,Spain,,BOEING 737 AIR,Approach-IFR missed approach,
202008,ERA26FA039,2025-11-14 18:08:00+00:00,New Bavaria,Ohio,United States,,JABIRU USA SPORT AIRCRAFT LLC J230-SP AIR,Maneuvering,
202021,ERA26LA045,2025-11-14 12:45:00+00:00,Edgewater,Florida,United States,The pilot’s failure to extend the landing gear prior to landing.,BEECH 95 AIR,Landing-flare/touchdown,0204103544|0102323411
202006,DCA26WA031,2025-11-13 11:15:00+00:00,N'Djamena,Other Foreign,Chad,,BOEING 747 AIR,Landing-flare/touchdown,
202029,CEN26LA047,2025-11-12 21:35:00+00:00,Sheboygan Falls,Wisconsin,United States,The flight instructor’s failure to arrest the airplane’s descent rate during a takeoff simulated engine failure which resulted in a hard landing.,ENGINEERING & RESEARCH 415 AIR,Takeoff,0106203717
201997,CEN26LA045,2025-11-12 15:10:00+00:00,Muscatine,Iowa,United States,,CESSNA TU206F AIR,Taxi,
202018,WPR26LA047,2025-11-09 13:05:00+00:00,Lancaster,California,United States,,CESSNA 172S AIR,Landing-flare/touchdown,
201986,WPR26LA042,2025-11-09 12:05:00+00:00,Marana,Arizona,United States,The pilot’s improper starting procedure which resulted in the airplane’s unexpected movement and subsequent impact with an airport fence.,CESSNA 150 AIR,Standing-engine(s) start-up,0101102027|0206100044|0206301544|0204101544
201976,ERA26LA037,2025-11-09 06:10:00+00:00,Southern Pines,North Carolina,United States,"The pilot’s failure to maintain directional control during takeoff at night, while distracted by an animal approaching the runway, which resulted in collision with a runway light.",BEECH 95-A55 AIR,Takeoff,0206304044|0202151044|0106202020
201982,DCA26WA027,2025-11-07 02:25:00+00:00,Al-Dajeej,Other Foreign,Kuwait,,BOEING 777 AIR,Other,
201972,GAA26WA021,2025-11-06 21:45:00+00:00,Contamana,Other Foreign,Peru,,PIPER PA32RT AIR,Approach,
202055,ENG26WA010,2025-11-06 15:00:00+00:00,Lake Rotorua,Other Foreign,New Zealand,,DE HAVILLAND DHC3 AIR,Enroute-cruise,
201958,DCA26MA024,2025-11-04 18:14:00+00:00,Louisville,Kentucky,United States,,MCDONNELL DOUGLAS MD-11F AIR,Takeoff,
201996,DCA26WA029,2025-11-04 06:30:00+00:00,Mashhad,Other Foreign,Iran,,MCDONNELL DOUGLAS MD88 AIR,Enroute-climb to cruise,
201957,WPR26LA038,2025-11-03 13:50:00+00:00,San Andreas,California,United States,"The pilot’s decision to adjust his seat during the takeoff roll, which resulted in the seat sliding aft and a subsequent loss of directional control.",CESSNA 182P AIR,Takeoff,0204101044|0206304044|0106202020
201939,GAA26WA016,2025-10-30 15:01:00+00:00,Bentley,Other Foreign,United Kingdom,,ROBINSON R44 HELI,Emergency descent,
202453,ANC26LA020,2025-10-29 12:00:00+00:00,Mapleton,Iowa,United States,,CESSNA 182Q AIR,Enroute,
201936,WPR26LA034,2025-10-28 18:45:00+00:00,La Verne,California,United States,,PIPER PA-28R-200 AIR,Enroute,
201920,GAA26WA013,2025-10-25 04:00:00+00:00,Ilopango,Other Foreign,El Salvador,,CESSNA 210 AIR,Enroute-cruise,
201925,ERA26LA024,2025-10-24 18:15:00+00:00,Somerville,Tennessee,United States,,PIPER PA-28-140 AIR,Initial climb,
201917,DCA26FA019,2025-10-23 12:11:00+00:00,Indiantown,Florida,United States,,AIR VEV INC AIR ZERO2 UNMANNED,Landing-flare/touchdown,
201912,WPR26LA030,2025-10-20 16:03:00+00:00,Long Beach,California,United States,,RUTAN Long-EZ AIR,Enroute,
201898,WPR26LA025,2025-10-19 17:53:00+00:00,Queen Creek,Arizona,United States,"The pilot’s improper runway alignment and failure to maintain clearance from powerlines. Contributing to the accident was sun glare, which obscured the pilot’s view of the runway.",PIPER AIRCRAFT INC PA 46-350P AIR,Approach-VFR pattern final,0303603083|0204151044|0302203286|0302203291
201892,CEN26LA025,2025-10-19 16:30:00+00:00,Eau Claire,Wisconsin,United States,The pilot’s failure to ensure that the landing gear was properly extended before landing. Contributing to the accident was the pilot’s unfamiliarity with the landing gear warning horn and failure to verify the gear was extended with the cockpit position indicators.,PIPER PA-24-250 AIR,Landing-flare/touchdown,0206301544|0202152544|0102323010
201893,GAA26WA011,2025-10-17 04:00:00+00:00,Morona Santiago,Other Foreign,Ecuador,,CESSNA 172 AIR,Taxi-to runway,
201877,DCA26LA012,2025-10-16 06:43:00+00:00,Moab,Utah,United States,,BOEING 737 AIR,Enroute-cruise,
201865,CEN26LA020,2025-10-15 14:57:00+00:00,Reserve,Louisiana,United States,The pilot’s inadvertent application of the wheel brakes after touchdown.,PIPER PA18 AIR,Landing-landing roll,0106105011
201836,ERA26FA011,2025-10-13 08:15:00+00:00,Dartmouth,Massachusetts,United States,,SOCATA TBM 700 AIR,Takeoff,
201871,DCA26WA010,2025-10-13 01:46:00+00:00,Ezeiza,Other Foreign,Argentina,,BOEING 767 AIR,Taxi,
201835,ERA26FA010,2025-10-12 13:34:00+00:00,Fort Worth,Texas,United States,,BEECH C90 AIR,Approach-VFR pattern final,
201856,ERA26LA015,2025-10-10 19:45:00+00:00,New Milford,Connecticut,United States,"The pilot’s decision to depart from an unlit turf runway at night, which resulted in a loss of directional control, and subsequent runway excursion.",SOCATA TB 10 AIR,Takeoff,0204152044|0303602084|0301701084
201851,GAA26WA007,2025-10-09 23:20:00+00:00,Rutland Plains,,Australia,,ROBINSON R22 HELI,Maneuvering,
202188,GAA26WA054,2025-10-09 21:10:00+00:00,Rafaela,Other Foreign,Argentina,,CESSNA 185 AIR,Taxi-to runway,
201812,WPR26LA009,2025-10-07 13:00:00+00:00,Watsonville,California,United States,"The pilot’s decision to program avionics during taxi, resulting in an inadvertent throttle input and collision with a hangar.",MOONEY M20C AIR,Taxi,0101092011|0204152044|0202154544|0106205011
201802,WPR26FA008,2025-10-06 19:05:00+00:00,Sacramento,California,United States,,AIRBUS HELICOPTERS EC 130 T2 HELI,Initial climb,
201799,CEN26FA010,2025-10-06 15:14:00+00:00,Parkin,Arkansas,United States,,CESSNA 210B AIR,Enroute-cruise,
201788,CEN26LA008,2025-10-04 21:30:00+00:00,Huron,Indiana,United States,,LANCAIR 320 AIR,Enroute-cruise,
201829,WPR26LA014,2025-10-04 12:30:00+00:00,Flanigan,Nevada,United States,"The pilot’s improper landing flare, which resulted in a hard landing.",MAYE JAMES A JUST AIRCRAFT ESCAPADE AIR,Landing,0302101787|0204151044|0106204011|0206304044|0302101791
201820,ERA26LA009,2025-10-04 11:39:00+00:00,Smithfield,Rhode Island,United States,"Maintenance personnel’s improper rigging of the elevator trim system, which resulted in a hard landing. Contributing was the maintenance personnel and pilot’s failure to perform adequate post maintenance/preflight inspections.",CESSNA 182H AIR,Landing,0102273113|0102273115|0206151044|0206151541
201782,GAA26WA002,2025-10-03 07:00:00+00:00,Al-Maktoum,Other Foreign,United Arab Emirates,,CIRRUS SR22 AIR,Maneuvering,
201797,WPR26LA006,2025-10-02 10:50:00+00:00,Richland,Washington,United States,,SIAI-MARCHETTI SM 1019 AIR,Enroute,
201767,GAA26WA001,2025-10-01 11:00:00+00:00,Durup,,Denmark,,CESSNA F172 AIR,Enroute-climb to cruise,
201758,CEN25LA404,2025-09-30 09:03:00+00:00,Watertown,Wisconsin,United States,The flight instructor’s failure to maintain control of the airplane following the student pilot’s bounced landing. Contributing to the accident was the flight instructor’s delayed remedial action which resulted in diminished airplane performance during the go-around.,CIRRUS SR20 AIR,Landing-flare/touchdown,0106202220|0106202320|0106202420|0204102540|0206304040
201798,WPR25LA304,2025-09-29 14:05:00+00:00,Avalon,California,United States,The pilot’s decision to land with a tailwind and a downslope to the runway.,CESSNA 182A AIR,Landing-landing roll,0206304044
201754,CEN25LA403,2025-09-29 12:00:00+00:00,Longmont,Colorado,United States,"The pilot’s inadequate preflight fuel planning, which resulted in a total loss of engine power due to fuel exhaustion and the pilot’s improper landing flare which resulted in a hard landing.",AERONCA 11AC AIR,Prior to flight,0206103044|0107101024|0302204786|0302101586|0206301544
201734,ERA25FA367,2025-09-27 14:18:00+00:00,Wallkill,New York,United States,,TOOP THOMAS A GLASAIR SUPER II FT AIR,Takeoff,
201738,CEN25LA396,2025-09-27 12:30:00+00:00,Archer City,Texas,United States,The pilot’s failure to maintain clearance from power lines while herding livestock.,BELL 206 HELI,Maneuvering,0302203281|0202154544|0106201220
201751,WPR25LA298,2025-09-27 09:50:00+00:00,Ilwaco,Washington,United States,"The pilot's inadequate preflight inspection, which resulted in a total loss of engine power due to fuel exhaustion.",CESSNA 185A AIR,Approach,0107101024|0206151044|0206103044|0204152044|0302101591
201717,WPR25LA291,2025-09-25 06:53:00+00:00,Wittman,Arizona,United States,,PIPISTREL D O O ALPHA TRAINER AIR,Enroute-cruise,
201709,DCA25LA339,2025-09-24 21:17:00+00:00,Roanoke,Virginia,United States,,EMBRAER EMB-145XR AIR,Landing-landing roll,
201727,WPR25LA292,2025-09-23 14:00:00+00:00,Fallbrook,California,United States,,CESSNA 182N AIR,Approach-VFR pattern final,
201705,ANC25LA110,2025-09-22 16:40:00+00:00,Healy,Alaska,United States,The pilot’s failure to maintain directional control during the departure roll resulting in a collision with a tractor/loader.,CESSNA 208B AIR,Takeoff,0206304044|0106202020
201827,WPR25LA307,2025-09-22 11:57:00+00:00,Anacortes,Washington,United States,,CESSNA 172 AIR,Takeoff,
201061,ERA25LA360,2025-09-20 19:30:00+00:00,Linden,New Jersey,United States,An in-flight collision with a bird while on approach.,PIPER PA-28-161 AIR,Landing-flare/touchdown,0302204586
201873,ANC25LA118,2025-09-19 12:50:00+00:00,Palmer,Alaska,United States,The pilot’s failure to maintain airplane control during the go-around.,TOCI GABE C G SUPA AIR,Approach-VFR go-around,0206304044|0106201020|0106204208
201050,WPR25FA289,2025-09-19 12:05:00+00:00,Bigfork,Montana,United States,,MURPHY SR3500 AIR,Initial climb,
201048,ERA25LA355,2025-09-19 08:20:00+00:00,Monterey,Virginia,United States,"The pilot’s failure to attain a proper touchdown point while landing, which resulted in a runway overrun.",LAMPHERE DAVID A WITTMAN BUTTERCUP AIR,Landing-flare/touchdown,0204152044|0106204020
201047,CEN25LA387,2025-09-18 13:15:00+00:00,Oxford,Mississippi,United States,"The pilot’s exceedance of the airplane’s critical angle of attack during the initial takeoff climb, which resulted in an aerodynamic stall and impact with terrain.",PIPER PA-32R-301 AIR,Takeoff,0106204208|0206304044
201817,WPR25LA306,2025-09-18 12:56:00+00:00,Toledo,Washington,United States,The pilot’s failure to maintain control of the airplane during takeoff in crosswind conditions..,TEMCO GC-1B AIR,Takeoff,0303404082|0303404087|0106202320|0106202220|0206301544
202074,GAA26WA033,2025-09-18 04:54:00+00:00,Budawang,,Australia,,CIRRUS SR20 AIR,Unknown,
201034,ANC25LA108,2025-09-16 16:30:00+00:00,Delta Junction,Alaska,United States,"The pilot’s failure to maintain clearance from an object during takeoff, which resulted in a collision and ground loop. Contributing was the pilot’s selection of an unsuitable takeoff area.",PIPER PA-18-150 AIR,Takeoff,0302202091|0206304044|0106202020|0204152044
201025,CEN25LA383,2025-09-16 16:28:00+00:00,Crystal Mountain,Michigan,United States,The pilot’s failure to maintain aircraft control during initial climb.,QUAD CITY CHALLENGER AIR,Takeoff,0106202020
201017,ANC25LA107,2025-09-15 19:30:00+00:00,Tyonek,Alaska,United States,"The pilot’s failure to maintain directional control of the airplane during the landing roll, in gusting crosswind conditions.",DAVID HUNTER DANCHINI CUB AIR,Landing-landing roll,0206304044|0106202020|0303402082
202179,GAA25WA280,2025-09-13 23:40:00+00:00,St Theresa,,Canada,,Dehavilland DHC-2 MK. 1 AIR,Approach,
201045,ERA25LA354,2025-09-13 13:52:00+00:00,New Castle,Virginia,United States,"The pilot’s failure to properly configure the glider for landing, which resulted in an excessive descent rate during approach, and subsequent collision with trees short of the intended landing area.",JONKER SAILPLANES (PTY) LTD JS3 GLI,Approach,0204103544|0106201711
201042,WPR25LA287,2025-09-13 10:30:00+00:00,Cave Junction,Oregon,United States,"The non-certificated pilot's improper landing flare in turbulent wind conditions, which resulted in a hard landing.",BRISENO SAMUEL KOLB FIREFLY AIR,Landing-flare/touchdown,0206304044|0106204120|0303200082|0203101044
201001,DCA25LA323,2025-09-12 13:45:00+00:00,Port Orange,Florida,United States,"An encounter with convective turbulence during descent, which resulted in serious injuries to a flight attendant.",BOEING 737-7H4 AIR,Enroute-descent,0303202083
201027,CEN25LA385,2025-09-12 10:30:00+00:00,Rossville,Indiana,United States,"The pilot's failure to maintain adequate airspeed while maneuvering at a low altitude, which led to the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. Contributing to the accident was the pilot's distraction.",QUICKSILVER MX II AIR,Enroute-cruise,0202151044|0106204208|0206304044|0106201020
200996,CEN25LA375,2025-09-11 15:33:00+00:00,Forest Lake,Minnesota,United States,The pilot’s failure to maintain directional control of the airplane during a gusty crosswind landing.,Just Aircraft Highlander AIR,Landing-flare/touchdown,0106202020|0303404082|0303404582
200979,DCA25WA321,2025-09-10 16:30:00+00:00,Belize City,,Belize,,BOEING 737-832 AIR,Approach,
200982,ANC25LA103,2025-09-10 14:35:00+00:00,Lake Louise,Alaska,United States,"The pilot’s encounter with gusting crosswind conditions during takeoff, which resulted in a loss of control and subsequent impact with terrain.",PIPER PA-11 AIR,Takeoff,0106202020|0206304044|0303401081
201021,DCA25WA331,2025-09-10 12:00:00+00:00,Barquisimeto,Other Foreign,Venezuela,,BOEING 737 AIR,Initial climb,
200964,GAA25WA253,2025-09-07 16:00:00+00:00,Castellón,Other Foreign,Spain,,THRUSH S2R AIR,Landing-landing roll,
200956,CEN25LA369,2025-09-07 10:20:00+00:00,Sturgis,Michigan,United States,The pilot’s failure to maintain control while landing.,ZODIAC CH 650B AIR,Landing-flare/touchdown,0206304044|0303404591
200957,WPR25LA274,2025-09-06 19:25:00+00:00,Santa Teresa,New Mexico,United States,,PIPER PA-23-160 AIR,Takeoff,
200950,GAA25WA251,2025-09-05 16:00:00+00:00,Norrtälje,Other Foreign,Sweden,,MOONEY M20J AIR,Takeoff,
200973,ERA25LA337,2025-09-05 11:40:00+00:00,Mount Pleasant,South Carolina,United States,,LAROCCA ROCH B ERACER MK II AIR,Landing,
201022,GAA25WA258,2025-09-05 10:35:00+00:00,Lvivuk,Other Foreign,Ukraine,,SUKHOI SU31 AIR,Enroute,
200938,CEN25LA362,2025-09-03 10:44:00+00:00,New Braunfels,Texas,United States,A in-flight collision with a bird during the descent for landing.,CESSNA 414 AIR,Approach,0302204586|0302204581
201038,WPR25LA285,2025-09-03 10:20:00+00:00,Reno,Nevada,United States,"The pilot's failure to maintain directional control while transitioning from the landing roll to taxi, which resulted in a ground loop.",CESSNA 180 AIR,Taxi-from runway,0106202020|0206304044
200937,CEN25LA361,2025-09-02 13:00:00+00:00,Caro,Michigan,United States,The pilot’s failure to remove the tow bar before flight.,PIPER PA-30 AIR,Landing,0206151044|0102322015
201762,WPR25LA300,2025-09-01 14:35:00+00:00,Firebaugh,California,United States,A loss of directional control during landing due to the partial separation of the right main landing gear oleo strut from a failed weld.,AERONCA 7AC AIR,Landing-flare/touchdown,0102321301|0106202021
200963,ANC25LA101,2025-09-01 11:00:00+00:00,Willow,Alaska,United States,"The pilot’s decision to takeoff from an unsuitable runway due to large puddles of water, which resulted in a nose over.",CESSNA 180 AIR,Takeoff,0204152044|0302102091
201067,GAA25WA261,2025-08-31 23:11:00+00:00,Casey,Other Foreign,Canada,,SKYSTAR KITFOX AIR,Takeoff,
200906,WPR25FA268,2025-08-31 10:40:00+00:00,Fort Morgan,Colorado,United States,,CESSNA 172M AIR,Approach-VFR pattern final,
200940,ERA25LA331,2025-08-30 09:03:00+00:00,Farmingdale,New York,United States,"The Cessna 150 pilot’s decision to taxi in front of an oncoming Cessna 172, which resulted in a ground collision. Contributing to the accident was the Cessna 150 pilot’s momentary distraction, which delayed his recognition of the impending collision.",CESSNA 150 AIR,Taxi-to runway,0204152044|0202154044|0204152045|0202154045
201755,ANC25LA115,2025-08-30 07:00:00+00:00,Kanab,Utah,United States,"The pilot’s improper landing flare, which resulted in a hard landing.",CESSNA 182M AIR,Landing,0106100008|0206304044|0106204120|0204101544
201721,GAA25WA267,2025-08-27 21:03:00+00:00,Barsaloi,,Kenya,,CESSNA 172 AIR,Unknown,
200893,CEN25FA348,2025-08-27 20:57:00+00:00,Kearney,Nebraska,United States,,CESSNA 210D AIR,Approach-IFR final approach,
200921,WPR25LA270,2025-08-27 14:45:00+00:00,Everett,Washington,United States,The pilot’s failure to maintain directional control during landing in crosswind conditions.,CESSNA 170A AIR,Landing-flare/touchdown,0303404082|0106203020|0206304044
201890,CEN25LA406,2025-08-25 19:30:00+00:00,Beaman,Iowa,United States,The pilot’s failure to maintain a proper glidepath during landing which resulted in a landing short of the runway.,AYRES CORPORATION S2R-T34 AIR,Landing,0106204020|0206304044
200865,ERA25LA317,2025-08-25 17:50:00+00:00,Knoxville,Tennessee,United States,"The pilot’s failure to maintain directional control during landing roll in a crosswind, which resulted in a runway excursion and a subsequent ground loop.",CESSNA 170B AIR,Landing-landing roll,0206304044|0106202020|0303404085
200848,CEN25FA339,2025-08-24 19:26:00+00:00,Concordia,Kansas,United States,,RANS S-12 Airaile AIR,Maneuvering,
200873,WPR25LA263,2025-08-23 13:45:00+00:00,Lakeview,Oregon,United States,"The pilot’s failure to maintain directional control during the landing roll, in gusting crosswind conditions.",CESSNA A185F AIR,Landing-landing roll,0106202020|0206304044|0303404082
200930,DCA25LA312,2025-08-23 13:40:00+00:00,Miami,Florida,United States,An encounter with convective turbulence during descent that resulted in a serious injury to a flight attendant.,MCDONNELL DOUGLAS AIRCRAFT CO MD 83 AIR,Enroute-descent,0303202083
200844,CEN25LA337,2025-08-23 11:15:00+00:00,Caseville,Michigan,United States,The front seat passenger’s inadvertent movement of the cyclic control resulting in a dynamic rollover after landing. Contributing to the accident was the pilot’s decision to leave the dual flight controls installed with a non-pilot passenger in the front seat.,BELL OH-58A HELI,Standing-engine(s) shutdown,0203201543|0204000044|0106202320|0206304044|0102270112
200837,CEN25LA333,2025-08-22 08:44:00+00:00,Englewood,Colorado,United States,A malfunction of the tailwheel which resulted in a runway excursion and ground loop.,PARKS FOKKER D-VII REPLICA AIR,Landing-landing roll,0102322002|0106202021
200858,CEN25LA344,2025-08-21 18:30:00+00:00,Markesan,Wisconsin,United States,The pilot’s failure to attain a proper touchdown point which resulted in a long landing and subsequent runway overrun.,CESSNA 210 AIR,Landing-landing roll,0204000044|0106103008|0204101544
200859,ERA25LA314,2025-08-20 18:16:00+00:00,Miami,Florida,United States,"An inflight loss of hydraulic fluid from the landing gear system through a cracked fitting, which resulted in a landing gear collapse upon touchdown.",PIPER PA32R AIR,Landing,0107101524
200819,ANC25LA087,2025-08-19 08:00:00+00:00,Homer,Alaska,United States,The failure of the left main landing gear mount due to extensive corrosion while landing in an area of rough terrain.,PIPER PA-22-160 AIR,Landing,0102321106|0302101582
200820,ANC25LA088,2025-08-19 05:30:00+00:00,Delta Junction,Alaska,United States,"The pilot’s failure to maintain a rate of climb sufficient to clear obstacles during takeoff, resulting in a collision with tree-covered terrain.",CESSNA 180G AIR,Takeoff,0206304044|0106203520|0302202091|0302101591
200808,CEN25FA321,2025-08-18 21:33:00+00:00,Bradley,Arkansas,United States,,LANCAIR NLA-275-FR-C AIR,Enroute-cruise,
