mkey,ntsb_no,event_date,city,state,country,narrative_text,aircraft_type,phase_of_flight,cause_codes
200866,ERA25LA318,2025-08-18 13:21:00+00:00,Portsmouth,New Hampshire,United States,The pilot’s failure to extend the airplane’s landing gear before landing.,SCODA AERONAUTICA LTDA SUPER PETREL LS AIR,Landing-flare/touchdown,0204103544|0102323010
200832,ANC25LA090,2025-08-17 16:58:00+00:00,Willow,Alaska,United States,"The pilot’s loss of control after a rejected takeoff, which resulted in a noseover.",PIPER PA-18-150 AIR,Takeoff-rejected takeoff,0206304044|0106202020|0302101591
200803,WPR25FA257,2025-08-17 15:12:00+00:00,Shelter Cove,California,United States,,CESSNA 140 AIR,Initial climb,
200796,ERA25LA301,2025-08-14 17:15:00+00:00,Oakland Park,Florida,United States,,CESSNA 560XL AIR,Initial climb,
200810,CEN25LA322,2025-08-14 17:14:00+00:00,Joliet,Illinois,United States,,PIPER PA-18-150 AIR,Maneuvering,
200786,CEN25FA320,2025-08-14 09:34:00+00:00,Walters,Oklahoma,United States,,CESSNA 172L AIR,Enroute-descent,
200813,CEN25LA324,2025-08-13 13:00:00+00:00,Cleburne,Texas,United States,The student pilot’s failure to maintain airplane directional control during the approach and subsequent go-around.,CIRRUS DESIGN CORP SR22 AIR,Approach-VFR go-around,0206304046|0106202020
200959,GAA25WA252,2025-08-13 04:00:00+00:00,Perth,Other Foreign,Australia,,CESSNA 560 AIR,Approach,
200805,DCA25WA297,2025-08-13 04:00:00+00:00,Taipei,,Taiwan,,BOEING 747-8F AIR,Landing-flare/touchdown,
200768,ERA25LA296,2025-08-10 10:56:00+00:00,Muskeget Island,Massachusetts,United States,"The pilot’s failure to obtain a proper touchdown point while attempting to land on a very short and rough turf runway, which resulted in a runway overrun and collision with vegetation and terrain.",MAULE MX-7-180A AIR,Landing,0206304044|0106204020
200758,WPR25LA247,2025-08-10 09:11:00+00:00,Etna,Wyoming,United States,"The pilot’s premature rotation at insufficient airspeed during takeoff to avoid an unexpected animal on the runway, which resulted in a loss of control and subsequent nose-over during the aborted takeoff. Contributing to the accident was the pilot’s excessive brake application.",AVIAT A1 AIR,Takeoff-rejected takeoff,0302204591|0206304044
200794,DCA25WA293,2025-08-10 02:55:00+00:00,Abu Dhabi,,United Arab Emirates,,BOEING 747-47UF AIR,Approach,
200804,ERA25LA304,2025-08-08 10:00:00+00:00,Rangeley,Maine,United States,"The pilot’s failure to maintain control of the airplane during landing, which resulted in a runway excursion and subsequent nose over.",CESSNA 140 AIR,Landing,0206304044|0106202020
200741,WPR25LA243,2025-08-08 09:04:00+00:00,Ronan,Montana,United States,The student pilot's inadequate landing flare and recovery from a bounced landing.,CESSNA 172N AIR,Landing-flare/touchdown,0206304046|0106204120
200750,GAA25WA235,2025-08-08 07:26:00+00:00,Norwich,Other Foreign,United Kingdom,,RAYTHEON AIRCRAFT COMPANY B36TC AIR,Landing,
200737,CEN25LA311,2025-08-06 14:57:00+00:00,Monee,Illinois,United States,The student pilot’s failure to maintain airspeed and altitude resulting in a collision with the ground during the base to final turn.,SCHWEIZER SGS 2-33A GLI,Approach-VFR pattern base,0206304044
200724,CEN25LA304,2025-08-06 13:00:00+00:00,Slayton,Minnesota,United States,,AYRES CORPORATION S2R-G6 AIR,Maneuvering,
200730,GAA25WA233,2025-08-06 12:59:00+00:00,Birmingham,Other Foreign,United Kingdom,,BEECH B200 AIR,Landing,
201015,ANC25LA106,2025-08-05 20:00:00+00:00,Delta Junction,Alaska,United States,"The pilot’s failure to maintain obstacle clearance during landing, which resulted in an impact with trees.",BRIAN TURNER NORTHERN EXPLORER AIR,Landing,0206304044|0302202082|0106202020
200721,GAA25WA230,2025-08-05 17:20:00+00:00,Montevideo,,Uruguay,,BEECH A36 AIR,Landing,
200694,GAA25WA224,2025-08-02 15:25:00+00:00,Guayabal-Meta,Other Foreign,Colombia,,CESSNA 188 AIR,Maneuvering-low-alt flying,
200711,WPR25LA238,2025-08-02 11:45:00+00:00,Warren,Idaho,United States,"The pilot’s failure to adequately compensate for a wind gust during the departure roll, which resulted in a loss of directional control and a runway excursion.",CESSNA A185E AIR,Takeoff,0106202020|0303404585|0303404582
200698,ERA25LA285,2025-08-01 17:00:00+00:00,Ellsworth,Maine,United States,"The pilot’s decision to operate the airplane with a known deficiency of the floats, which resulted in an accumulation of water in the forward compartments of the floats, a forward center of gravity, and subsequent nose over during a water landing.",CESSNA TU206 AIR,Landing-landing roll,0102324605|0204152044
200713,GAA25WA228,2025-07-31 10:30:00+00:00,Marsh Harbor,Other Foreign,Bahamas,,PIPER PA32 AIR,Enroute,
200688,WPR25LA234,2025-07-30 17:30:00+00:00,Cashmere,Washington,United States,"The pilot’s failure to maintain clearance from obstacles during an aborted landing, while flying in tailwind conditions. Contributing to the accident was the high density altitude weather condition.",CESSNA 182Q AIR,Landing-aborted after touchdown,0106203520|0204102544|0206304044|0303102082|0303401582
200672,DCA25LA276,2025-07-30 17:23:00+00:00,Creston,Wyoming,United States,,AIRBUS A330 AIR,Enroute,
200717,WPR25LA241,2025-07-28 09:30:00+00:00,Inhama,Oregon,United States,"The pilot’s failure to maintain clearance from trees while taxiing, which resulted in a wing strike.",CESSNA 182M AIR,Taxi,0106204720|0302202091|0206304044|0202154544
200662,DCA25WA274,2025-07-27 22:00:00+00:00,Mexico City,Other Foreign,Mexico,,BOEING 737 AIR,Enroute-climb to cruise,
200645,CEN25LA291,2025-07-27 20:01:00+00:00,Wink,Texas,United States,,MATESI EUGENE E LANCAIR 320 AIR,Enroute,
200663,DCA25LA275,2025-07-26 14:16:00+00:00,Denver,Colorado,United States,,BOEING 737-8 AIR,Takeoff-rejected takeoff,
200650,CEN25LA293,2025-07-26 07:45:00+00:00,Appleton,Wisconsin,United States,"The pilot’s failure to maintain control of the airplane on the ground, which resulted in a collision with a parked airplane.",PIPER PA-31T3 AIR,Taxi,0102324205|0102324215|0106202020|0206304044
200798,DCA25WA296,2025-07-26 04:00:00+00:00,Brisbane,,Australia,,BOEING 737 AIR,Standing,
200626,CEN25LA286,2025-07-23 16:55:00+00:00,Rushmore,Minnesota,United States,The pilot’s failure to maintain clearance from a tree during low-level maneuvering.,WEATHERLY AVIATION CO INC 620B AIR,Maneuvering-low-alt flying,0202154544|0106201220|0302202085
200624,CEN25LA285,2025-07-23 16:00:00+00:00,Walcott,Iowa,United States,The pilot’s failure to maintain clearance from the crops during an aerial application flight.,AIR TRACTOR INC AT-802A AIR,Maneuvering-low-alt flying,0106201220|0202154544
200617,CEN25LA284,2025-07-23 10:45:00+00:00,New Hudson,Michigan,United States,The student pilot’s improper landing flare and the flight instructor’s delayed remedial action during landing that resulted in a loss of control and impact with terrain.,PIPER PA-28-140 AIR,Landing-aborted after touchdown,0204102540|0106204120|0206304040
200648,WPR25LA227,2025-07-22 16:40:00+00:00,Logan,Utah,United States,The pilot’s failure to maintain airplane control during takeoff in variable wind and high density altitude conditions.,HARTLINE J BON HARTLINE KITFOX III AIR,Takeoff,0303404082|0206301544|0303102082|0206102044|0106202320
200605,CEN25LA274,2025-07-22 10:30:00+00:00,Hastings,Nebraska,United States,The pilot’s failure to maintain clearance from powerlines while maneuvering at low altitude.,AIR TRACTOR AT502 AIR,Maneuvering-low-alt flying,0202154544|0302203287|0106201220|0206304044
200611,CEN25LA278,2025-07-21 18:56:00+00:00,Oshkosh,Wisconsin,United States,,RAVIN 500 AIR,Landing-landing roll,
202317,GAA25WA282,2025-07-20 14:00:00+00:00,Kelvinhaugh,,Australia,,Riems Aviaition S.A. F406 AIR,Unknown,
200759,CEN25LA315,2025-07-20 12:50:00+00:00,Faith,South Dakota,United States,The pilot's failure to maintain directional control during the landing roll with crosswind.,CESSNA 170B AIR,Landing-landing roll,0106202020|0206304044|0303404082
201991,ENG25WA056,2025-07-20 12:30:00+00:00,"Britânia, state of Goiás",Other Foreign,Brazil,,AgustaWestlands AW119 MKII HELI,Maneuvering-low-alt flying,
200604,GAA25WA214,2025-07-19 04:00:00+00:00,Miranda,Other Foreign,Venezuela,,CESSNA 152 AIR,Approach-VFR pattern downwind,
200588,WPR25LA218,2025-07-17 16:00:00+00:00,Round Rock,Arizona,United States,,CESSNA 425 AIR,Enroute,
200587,WPR25LA217,2025-07-17 14:47:00+00:00,Tuba City,Arizona,United States,,CESSNA TR182 AIR,Enroute,
200629,OPS25LA054,2025-07-16 15:42:00+00:00,Freeland,Michigan,United States,,BOMBARDIER INC CL-600-2D24 AIR,Takeoff,
200556,ERA25LA269,2025-07-16 14:02:00+00:00,Sylacauga,Alabama,United States,,BEECH K35 AIR,Enroute,
200553,WPR25FA213,2025-07-15 14:40:00+00:00,Quinault,Washington,United States,,SCOTT MACWILLIAM SR3500 MOOSE AIR,Enroute,
200631,WPR25LA222,2025-07-14 10:15:00+00:00,Hurricane,Utah,United States,"The pilot’s failure to maintain pitch control during takeoff, which resulted in an unintended liftoff from the runway and a subsequent loss of control.",ROTORSPORT UK LTD ROTORSPORT UK CAVALON GYRO,Takeoff,0106202220|0206304044
200521,WPR25FA208,2025-07-13 21:28:00+00:00,Needles,California,United States,,PIPER PA-28-180 AIR,Unknown,
200546,WPR25LA211,2025-07-13 11:06:00+00:00,Sisters,Oregon,United States,,CESSNA 172S AIR,Initial climb,
200433,DCA25WA245,2025-07-12 04:00:00+00:00,Mascot,,Austria,,BOEING 737,Approach,
200523,ERA25LA264,2025-07-11 19:45:00+00:00,St. Augustine,Florida,United States,"The pilot’s inadequate fuel planning, which resulted in a total loss of engine power due to fuel exhaustion.",CESSNA 150 AIR,Approach,0206103044|0107101025
200555,ERA25LA268,2025-07-11 16:30:00+00:00,Elysburg,Pennsylvania,United States,Failure of the engine mount which resulted in a collapse of the nose landing gear.,PIPER PA46 AIR,Landing,0102322101
200520,ANC25LA073,2025-07-10 16:00:00+00:00,Palmer,Alaska,United States,"The pilot’s excessive braking during the landing roll, resulting in a nose over. Contributing to the accident was the pilot’s decision to continue the landing after determining the landing area was unsuitable.",PIPER PA-18-135 AIR,Landing-landing roll,0204152044|0206304044|0106204511|0302101591
200503,ERA25LA261,2025-07-09 18:20:00+00:00,Century,Florida,United States,,CESSNA 172H AIR,Emergency descent,
200502,ANC25LA070,2025-07-09 13:07:00+00:00,Homer,Alaska,United States,"The pilot’s failure to maintain directional control during landing, which resulted in a ground loop.",CESSNA 170B AIR,Landing-landing roll,0106202020|0206304044
200479,CEN25LA240,2025-07-07 09:30:00+00:00,La Garita,Colorado,United States,The pilot’s failure to maintain clearance from terrain while maneuvering at low altitude in mountainous terrain. Contributing was the pilot’s inadequate preflight planning and aeronautical decision making.,CUB CRAFTERS CCK-1865 AIR,Maneuvering-low-alt flying,0106203520|0204152044|0303102082|0302101082
202983,GAA25WA285,2025-07-07 04:00:00+00:00,Kurihara City,Other Foreign,Japan,,CESSNA 172,Unknown,
200607,GAA25WA215,2025-07-06 17:50:00+00:00,Mallorca,,Spain,,CESSNA 650 AIR,Takeoff,
200477,CEN25LA239,2025-07-05 09:31:00+00:00,Newaygo,Michigan,United States,The pilot’s inadequate fuel planning and his failure to adequately monitor the fuel level during the flight which resulted in a total loss of engine power due to fuel exhaustion.,LUSCOMBE 8A AIR,Enroute,0107101024|0206103044|0204151044|0202152544
200545,GAA25WA210,2025-07-05 07:30:00+00:00,Châteauroux-Villers,,France,,JODEL DR1050 AIR,Initial climb,
200514,WPR25LA207,2025-07-04 09:00:00+00:00,Belen,New Mexico,United States,,CESSNA 182B AIR,Landing,
200453,ERA25LA254,2025-07-02 17:29:00+00:00,Monroe,New Jersey,United States,,CESSNA 208 AIR,Enroute-climb to cruise,
200452,WPR25FA197,2025-07-02 13:13:00+00:00,Mount Vernon,Washington,United States,,EVOLUTION AIRCRAFT INC REVOLT WSFT,Takeoff,
200472,CEN25LA235,2025-07-02 11:45:00+00:00,Brush,Colorado,United States,The pilot’s failure to maintain directional control while performing a touch and go landing.,PIPER PA12 AIR,Landing-flare/touchdown,0303401082|0106202020|0206304044
200436,CEN25LA229,2025-06-30 20:54:00+00:00,Guthrie,Oklahoma,United States,,RANS S-14 AIR,Takeoff,
200474,WPR25LA201,2025-06-30 11:11:00+00:00,Alpine,Wyoming,United States,The pilot’s loss of visual reference during the landing approach which resulted in a collision with water.,LANCAIR IV AIR,Approach,0202201544|0202154544|0106201220|0302300085
200432,CEN25LA228,2025-06-30 10:00:00+00:00,Ben Bolt,Texas,United States,The pilot’s failure to maintain directional control while landing with a crosswind.,MOONEY M20M AIR,Landing-flare/touchdown,0106202020|0206304044|0303404082
200409,ERA25FA248,2025-06-29 10:49:00+00:00,Zeeland,Michigan,United States,,ROBERT FIDLER LANCAIR 320/360 AIR,Takeoff,
200445,ERA25LA252,2025-06-29 09:15:00+00:00,Pelzer,South Carolina,United States,"The pilot’s failure to maintain proper airspeed while landing on a short, down-sloping turf runway, which resulted in a noseover.",CESSNA 150 AIR,Landing,0206304044|0106201020
200468,WPR25LA198,2025-06-28 13:30:00+00:00,Coolin,Idaho,United States,The pilot’s failure to maintain control of the airplane and exceedance of the critical angle of attack during takeoff in windy conditions which resulted in a subsequent hard landing.,REPUBLIC RC-3 AIR,Takeoff,0303402082|0106202321|0206301544|0106204220
202623,DCA25WA351,2025-06-28 04:00:00+00:00,Stansted,,Gabon,,BOEING 737 AIR,Enroute,
200405,ERA25LA245,2025-06-27 11:30:00+00:00,Kelleys Island,Ohio,United States,The pilot’s failure to maintain control of the airplane while taking off in gusting crosswind conditions.,CESSNA 177 AIR,Takeoff,0206304044|0303404085
200402,ENG25WA040,2025-06-27 04:45:00+00:00,Karachi,Other Foreign,Pakistan,,BOEING 777 AIR,Initial climb,
200390,ERA25LA240,2025-06-25 10:41:00+00:00,Hawesville,Kentucky,United States,The pilot’s failure to maintain clearance from power lines during low-level agricultural spray operations.,ROBINSON HELICOPTER COMPANY R44 II HELI,Maneuvering-low-alt flying,0202154544|0302203285
200439,WPR25LA196,2025-06-24 13:40:00+00:00,Pendleton,Oregon,United States,"The pilot’s failure to maintain directional control during landing, in gusting crosswind conditions.",MAULE M-4-220C AIR,Landing-landing roll,0106202020|0206304044|0303404082
200385,ERA25LA238,2025-06-24 12:30:00+00:00,Fayetteville,Tennessee,United States,,CESSNA 310 AIR,Takeoff-rejected takeoff,
200505,ERA25LA262,2025-06-23 22:00:00+00:00,East Hampton,New York,United States,The pilot’s failure to extend the landing gear before landing due to his distraction.,RAYTHEON AIRCRAFT COMPANY G58 AIR,Landing-flare/touchdown,0204103544|0206301544|0102323010|0202151044
200501,ANC25LA069,2025-06-23 15:30:00+00:00,Port Graham,Alaska,United States,"The pilot's improper landing flare and failure to maintain pitch control, which resulted in a tail strike. Contributing to the accident was the pilot’s failure to initiate a go around after the abnormal runway contact.",CESSNA P206C AIR,Landing,0106204120|0106202220|0206304044|0204101044|0204152044
200380,ERA25LA235,2025-06-23 09:35:00+00:00,Pace,Florida,United States,,CESSNA R182 AIR,Initial climb,
200372,WPR25LA185,2025-06-20 11:55:00+00:00,San Andreas,California,United States,The pilot’s loss of directional control during landing roll following an encounter with a dust devil.,SILVAIRE LUSCOMBE 8A AIR,Landing-landing roll,0106202021|0303406082
200371,WPR25LA184,2025-06-20 09:10:00+00:00,Rockford,Washington,United States,"The pilot's inadequate preflight inspection, which resulted in a total loss of engine power due to fuel exhaustion and a subsequent landing on rough terrain.",CESSNA 180E AIR,Enroute,0206151044|0206103044|0107101024|0302101591
200356,ERA25FA231,2025-06-20 09:00:00+00:00,Broadway,North Carolina,United States,,PITTS S2 AIR,Enroute,
200723,GAA25WA231,2025-06-18 12:56:00+00:00,Gloucestershire,Other Foreign,United Kingdom,,PIPER PA-28-181 AIR,Taxi,
200354,CEN25FA212,2025-06-18 09:22:00+00:00,Three Points,Arizona,United States,,CESSNA A150L AIR,Enroute,
200435,DCA25WA247,2025-06-18 04:00:00+00:00,Brisbane,,Australia,,BOEING 737,Standing-engine(s) shutdown,
200343,GAA25WA185,2025-06-15 00:13:00+00:00,Guptkashi,,India,,BELL 407 HELI,Unknown,
200331,ANC25LA054,2025-06-14 12:30:00+00:00,Modesto,California,United States,The pilot’s failure to properly configure the airplane for landing.,CESSNA TR182 AIR,Landing,0204103044|0206303044|0204152044|0204151044
200337,DCA25LA234,2025-06-14 12:15:00+00:00,Ebro,Florida,United States,"The airplane’s encounter with convective turbulence during climb while diverting to an alternate airport, resulting in a serious injury to a passenger who disregarded the flight crew’s illuminated seat belt sign and the cabin crew’s instruction to remain seated.",BOEING 737-7H4 AIR,Initial climb,0303202083
200326,DCA25LA233,2025-06-12 22:08:00+00:00,Guayaquil,,Ecuador,,BOEING 747-47UF AIR,Initial climb,
200315,DCA25WA232,2025-06-12 04:00:00+00:00,Ahmedabad,,India,,BOEING 787 AIR,Initial climb,
200333,WPR25LA177,2025-06-11 16:30:00+00:00,Tonasket,Washington,United States,The glider’s encounter with atmospheric conditions where the lift was not sufficient to maintain flight.,ROLLADEN SCHNEIDER LS-7WL GLI,Landing,0303104082|0106201221
200450,ENG25WA041,2025-06-09 17:34:00+00:00,Pudahuel,Other Foreign,Chile,,AIRBUS A320 AIR,Taxi-into takeoff position,
200345,GAA25WA187,2025-06-08 15:00:00+00:00,Ladysmith,,South Africa,,PIPER PA28 AIR,Enroute,
200312,ANC25LA049,2025-06-08 14:00:00+00:00,Flagstaff,Arizona,United States,"The pilot’s failure to maintain directional control during takeoff in variable and gusty wind, which resulted in a ground loop.",CESSNA 180J AIR,Landing-landing roll,0106202021|0206304044|0303404591|0303402582
200281,CEN25FA198,2025-06-07 14:59:00+00:00,Waterman,Illinois,United States,,AERONCA 7AC AIR,Maneuvering,
201770,ERA25LA374,2025-06-07 14:30:00+00:00,Ridgeland,South Carolina,United States,The pilot’s failure to maintain directional control of the airplane during landing.,FLYING CLOUD AVIATION LLC AL18 AIR,Landing-landing roll,0206304044|0106202020
200310,CEN25LA204,2025-06-06 12:20:00+00:00,Pembine,Wisconsin,United States,The pilot’s improper flare during landing which resulted in a bounced landing.,FLIGHT DESIGN GMBH CTSW AIR,Landing-flare/touchdown,0106204120|0204101544|0206304044
200260,GAA25WA177,2025-06-03 12:00:00+00:00,Santa Elena de Uairén,Other Foreign,Venezuela,,CESSNA U206 AIR,Enroute-cruise,
200255,CEN25FA194,2025-06-03 11:45:00+00:00,Farmington,North Carolina,United States,,UNIVERSAL STINSON 108 AIR,Unknown,
200270,CEN25LA195,2025-06-02 11:30:00+00:00,Charlevoix,Michigan,United States,The pilot’s failure to maintain pitch control during the takeoff that resulted in multiple bounces and substantial damage to the fuselage.,CESSNA 182 AIR,Takeoff,0106202220|0206304044|0204101544|0202152044
200254,WPR25LA167,2025-05-31 09:30:00+00:00,Kooskia,Idaho,United States,,CESSNA 182J AIR,Enroute-cruise,
200242,DCA25WA223,2025-05-31 05:22:00+00:00,Muscat,,Oman,,BOEING 737-8 Max,Enroute-climb to cruise,
200283,ENG25WA037,2025-05-31 04:00:00+00:00,Muscat,,Oman,,BOEING 737 AIR,Initial climb,
200224,WPR25LA162,2025-05-26 16:15:00+00:00,Monroe,Washington,United States,"The student pilot’s failure to maintain airplane control during landing, and the flight instructor’s delayed remedial action, which resulted in impact with a ditch.",CESSNA 172N AIR,Landing-landing roll,0302101782|0106202020|0206304046|0206304040|0204102540
200228,CEN25LA188,2025-05-26 15:40:00+00:00,Vega,Texas,United States,"The airplane’s inadvertent encounter with a localized low boundary layer, which caused a wind shift, and a gusting tailwind during final approach, that resulted in the pilot deciding to impact a wind cone and a subsequent impact with terrain. Contributing was the low-level convective turbulence.",PIPER PA-18 AIR,Approach-VFR pattern final,0204152044|0203202044|0303000086|0303000091|0303000087|0303000081|0206304044
200253,GAA25WA175,2025-05-26 15:31:00+00:00,Robertsfield,Other Foreign,Liberia,,GULFSTREAM AEROSPACE G-IV AIR,Landing-flare/touchdown,
200225,ANC25LA040,2025-05-23 09:12:00+00:00,San Luis Obispo,California,United States,The pilot's failure to maintain directional control during takeoff.,CIRRUS DESIGN CORP SR22T AIR,Takeoff,0206304044|0106202020
200194,CEN25FA183,2025-05-23 07:18:00+00:00,Miami,Texas,United States,,ROBINSON HELICOPTER COMPANY R44 II HELI,Enroute,
200217,GAA25WA165,2025-05-23 04:00:00+00:00,Norfolk,Other Foreign,United Kingdom,,PIPER PA-22-108 AIR,Takeoff,
200227,GAA25WA170,2025-05-18 17:50:00+00:00,Kilkeel,,United Kingdom,,PIPER PA 46-350P AIR,Takeoff,
200173,CEN25LA180,2025-05-18 14:20:00+00:00,MOUNTAIN VIEW AIRPORT,Missouri,United States,An in-flight collision with a bird while enroute.,EXCALIBUR EXCALIBUR AIR,Enroute,0302204582|0302204586
200181,ANC25LA039,2025-05-18 14:12:00+00:00,Willow,Alaska,United States,"The pilot's inadvertent application of brakes during landing, which resulted in a nose over.",TAYLORCRAFT BC12-D1 AIR,Landing-landing roll,0206304044|0106204511|0302302091|0102324212|0204151044
200166,CEN25FA178,2025-05-17 10:03:00+00:00,Broomfield,Colorado,United States,,BEECH 95-B55 (T42A) AIR,Takeoff,
200176,CEN25LA182,2025-05-16 14:59:00+00:00,Houston,Texas,United States,,BEECH F33A AIR,Initial climb,
200171,CEN25LA179,2025-05-15 20:20:00+00:00,Wahoo,Nebraska,United States,The pilot’s failure to maintain clearance from an obstacle during taxi operations.,CESSNA 177RG AIR,Taxi,0106200020|0206301544
200140,ERA25FA201,2025-05-10 09:35:00+00:00,Yulee,Florida,United States,"The pilot’s exceedance of the airplane’s critical angle of attack during takeoff, which resulted in a stall/spin at an altitude too low for recovery. Contributing to the accident was the opening of the nose baggage door and subsequent distraction of the pilot during a critical phase of flight, as well as the external pressure of the approaching thunderstorms, which likely resulted in the pilot rushing to depart.",PIPER PA32RT AIR,Takeoff,0106204208|0202154544|0202151044|0204152044|0206304044|0303301091|0103523012
200138,WPR25FA153,2025-05-09 09:00:00+00:00,Big Creek,Idaho,United States,,AMERICAN CHAMPION AIRCRAFT 7GCBC AIR,Takeoff,
200132,ERA25LA199,2025-05-07 21:16:00+00:00,Ocala,Florida,United States,"The pilot’s decision to depart on the flight with known electrical issues and his subsequent loss of situational awareness (geographic position), which resulted in his eventual decision to perform an off-airport landing.",CESSNA 182A AIR,Landing,0202203044|0203203044|0202203544|0204152044
200163,DCA25WA207,2025-05-04 21:00:00+00:00,Mumbai,,India,,BOEING 777 AIR,Enroute-cruise,
200130,ERA25LA197,2025-05-04 14:20:00+00:00,Crestview,Florida,United States,The pilot’s decision to take off despite having problems controlling the airplane due to his physical stature.,ARLIE L RABER III CHALLENGER 1 AIR,Landing,0201101044|0204152044|0106202421
200099,CEN25FA166,2025-05-04 13:25:00+00:00,Wilson,Kansas,United States,,PIPER J3C-65 AIR,Enroute,
200222,GAA25WA168,2025-05-02 20:30:00+00:00,Toronto,Other Foreign,Canada,,CIRRUS SR22 AIR,Enroute-climb to cruise,
200213,GAA25WA163,2025-05-02 09:43:00+00:00,Shelford,,Australia,,ROBINSON R44 HELI,Enroute,
200095,OPS25LA034,2025-05-01 14:33:00+00:00,Washington,District of Columbia,United States,,EMBRAER ERJ 170-100 LR AIR,Approach-IFR final approach,
200088,CEN25LA164,2025-04-29 08:40:00+00:00,Atlantic Ocean,,Canada,The airplane’s impact with the ocean for undetermined reasons based on the available evidence.,AIR TRACTOR AT802 AIR,Enroute-cruise,0500000000
200136,GAA25WA155,2025-04-28 09:45:00+00:00,Allen,Other Foreign,Argentina,,CESSNA 182 AIR,Maneuvering-low-alt flying,
200078,WPR25LA144,2025-04-26 12:15:00+00:00,Ontario,Oregon,United States,"The pilot's exceedance of the airplane's critical angle of attack during the final approach to land, which resulted in an aerodynamic stall and impact with terrain.",SCHWEIZER SGS 1-26B GLI,Landing,0106204220|0106204020|0206304044
200058,ERA25LA184,2025-04-23 10:00:00+00:00,Zolfo Springs,Florida,United States,The pilot’s failure to maintain control of the airplane during the takeoff. Contributing was the flight instructor’s lack of remedial action.,GRUMMAN AMERICAN AVN. CORP. AA-5B AIR,Takeoff,0206304044|0204103040|0106202220|0106202020
200060,GAA25WA144,2025-04-23 08:30:00+00:00,Sangkiang Village,,Papua New Guinea,,CESSNA 188 AIR,Maneuvering-low-alt flying,
200064,DCA25WA192,2025-04-22 13:53:00+00:00,Ras Al Khaimah,,United Arab Emirates,,BOEING 737 AIR,Landing-flare/touchdown,
